step,loss,lr,tokens_per_sec,total_tokens,elapsed_min
16795,3.238619,0.00028510,28741,1651015680,958.55
16800,3.293581,0.00028509,28743,1651507200,958.83
16805,3.254260,0.00028508,28743,1651998720,959.12
16810,3.276653,0.00028507,28743,1652490240,959.40
16815,3.201593,0.00028506,28738,1652981760,959.69
16820,3.220437,0.00028505,28743,1653473280,959.97
16825,3.251343,0.00028504,28743,1653964800,960.26
16830,3.145492,0.00028503,28745,1654456320,960.54
16835,1.907322,0.00028502,28747,1654947840,960.83
16840,2.847650,0.00028501,28743,1655439360,961.11
16845,3.283021,0.00028500,28745,1655930880,961.40
16850,3.434554,0.00028499,28743,1656422400,961.68
16855,3.308367,0.00028498,28742,1656913920,961.97
16860,3.221291,0.00028497,28743,1657405440,962.25
16865,3.257500,0.00028496,28743,1657896960,962.54
16870,3.173797,0.00028495,28741,1658388480,962.82
16875,3.268772,0.00028494,28743,1658880000,963.11
16880,3.174313,0.00028493,28742,1659371520,963.39
16885,3.300862,0.00028492,28742,1659863040,963.68
16890,3.264425,0.00028491,28740,1660354560,963.96
16895,3.279435,0.00028490,28726,1660846080,964.25
16900,3.234501,0.00028489,28734,1661337600,964.53
16905,3.226082,0.00028488,28740,1661829120,964.82
16910,3.304541,0.00028487,28742,1662320640,965.10
16915,3.288393,0.00028486,28743,1662812160,965.39
16920,3.230289,0.00028485,28741,1663303680,965.67
16925,3.326653,0.00028484,28743,1663795200,965.96
16930,3.240369,0.00028483,28741,1664286720,966.24
16935,3.286822,0.00028482,28743,1664778240,966.53
16940,3.271127,0.00028481,28741,1665269760,966.81
16945,3.333950,0.00028480,28742,1665761280,967.10
16950,3.252270,0.00028479,28743,1666252800,967.38
16955,3.297866,0.00028478,28743,1666744320,967.67
16960,3.203831,0.00028477,28743,1667235840,967.95
16965,2.657440,0.00028476,28745,1667727360,968.24
16970,3.238705,0.00028475,28744,1668218880,968.52
16975,3.337122,0.00028474,28742,1668710400,968.81
16980,3.231609,0.00028473,28743,1669201920,969.09
16985,3.344461,0.00028472,28740,1669693440,969.38
16990,3.252375,0.00028471,28739,1670184960,969.66
16995,3.346370,0.00028470,28742,1670676480,969.95
17000,3.164128,0.00028469,28743,1671168000,970.23
17005,3.230991,0.00028468,27252,1671659520,970.54
17010,3.189172,0.00028467,28742,1672151040,970.82
17015,3.275616,0.00028466,28744,1672642560,971.11
17020,3.245194,0.00028465,28743,1673134080,971.39
17025,3.180220,0.00028464,28743,1673625600,971.68
17030,3.242807,0.00028463,28742,1674117120,971.96
17035,3.248723,0.00028462,28742,1674608640,972.25
17040,3.184471,0.00028461,28743,1675100160,972.53
17045,3.323554,0.00028460,28740,1675591680,972.82
17050,3.252743,0.00028459,28742,1676083200,973.10
17055,3.219281,0.00028458,28743,1676574720,973.39
17060,3.287705,0.00028457,28742,1677066240,973.67
17065,3.230089,0.00028456,28743,1677557760,973.96
17070,3.238551,0.00028455,28741,1678049280,974.24
17075,3.277210,0.00028454,28743,1678540800,974.53
17080,3.316082,0.00028453,28742,1679032320,974.81
17085,3.236561,0.00028452,28743,1679523840,975.10
17090,2.315113,0.00028451,28744,1680015360,975.38
17095,3.289694,0.00028450,28743,1680506880,975.67
17100,3.230450,0.00028449,28743,1680998400,975.95
17105,3.279327,0.00028448,28743,1681489920,976.24
17110,3.264934,0.00028447,28742,1681981440,976.52
17115,3.323349,0.00028446,28742,1682472960,976.81
17120,3.327557,0.00028445,28742,1682964480,977.09
17125,3.176987,0.00028444,28741,1683456000,977.38
17130,3.256574,0.00028443,28740,1683947520,977.66
17135,3.217022,0.00028442,28743,1684439040,977.95
17140,3.282196,0.00028441,28742,1684930560,978.23
17145,3.318682,0.00028440,28741,1685422080,978.52
17150,3.155945,0.00028439,28740,1685913600,978.80
17155,3.359345,0.00028438,28739,1686405120,979.09
17160,3.142995,0.00028437,28739,1686896640,979.37
17165,3.349672,0.00028436,28742,1687388160,979.66
17170,3.229333,0.00028435,28741,1687879680,979.94
17175,3.307616,0.00028434,28741,1688371200,980.23
17180,3.262348,0.00028433,28744,1688862720,980.51
17185,3.275115,0.00028432,28739,1689354240,980.80
17190,3.196888,0.00028431,28737,1689845760,981.08
17195,3.268772,0.00028430,28741,1690337280,981.37
17200,3.192232,0.00028429,28742,1690828800,981.65
17205,3.374966,0.00028428,28740,1691320320,981.94
17210,3.270337,0.00028427,28742,1691811840,982.22
17215,3.091381,0.00028426,28742,1692303360,982.51
17220,2.543289,0.00028425,28741,1692794880,982.79
17225,3.166743,0.00028424,28743,1693286400,983.08
17230,3.338521,0.00028423,28741,1693777920,983.36
17235,3.258169,0.00028422,28743,1694269440,983.65
17240,3.216268,0.00028421,28742,1694760960,983.93
17245,3.197041,0.00028420,28742,1695252480,984.22
17250,3.259583,0.00028419,28743,1695744000,984.50
17255,3.225198,0.00028418,28743,1696235520,984.79
17260,3.235243,0.00028417,28742,1696727040,985.07
17265,3.247075,0.00028416,28743,1697218560,985.36
17270,3.282556,0.00028415,28743,1697710080,985.64
17275,3.272491,0.00028414,28743,1698201600,985.93
17280,3.303001,0.00028413,28743,1698693120,986.21
17285,3.236065,0.00028412,28743,1699184640,986.50
17290,3.311901,0.00028411,28743,1699676160,986.78
17295,3.195907,0.00028410,28742,1700167680,987.07
17300,3.266581,0.00028409,28742,1700659200,987.35
17305,3.227792,0.00028408,28739,1701150720,987.64
17310,3.342560,0.00028407,28742,1701642240,987.92
17315,3.191926,0.00028406,28743,1702133760,988.21
17320,3.320240,0.00028405,28744,1702625280,988.49
17325,3.179340,0.00028404,28743,1703116800,988.78
17330,2.656800,0.00028403,28744,1703608320,989.06
17335,3.051248,0.00028402,28738,1704099840,989.35
17340,3.332246,0.00028401,28743,1704591360,989.63
17345,3.277927,0.00028400,28743,1705082880,989.92
17350,3.244252,0.00028398,28741,1705574400,990.20
17355,3.236246,0.00028397,28743,1706065920,990.49
17360,3.249225,0.00028396,28740,1706557440,990.77
17365,3.443175,0.00028395,28743,1707048960,991.06
17370,3.240028,0.00028394,28742,1707540480,991.34
17375,3.320851,0.00028393,28743,1708032000,991.63
17380,3.274321,0.00028392,28742,1708523520,991.91
17385,3.289491,0.00028391,28743,1709015040,992.20
17390,3.284722,0.00028390,28742,1709506560,992.48
17395,3.311129,0.00028389,28742,1709998080,992.77
17400,3.339581,0.00028388,28742,1710489600,993.05
17405,3.219401,0.00028387,28742,1710981120,993.34
17410,3.344203,0.00028386,28742,1711472640,993.62
17415,3.180471,0.00028385,28743,1711964160,993.91
17420,3.342178,0.00028384,28741,1712455680,994.19
17425,3.213805,0.00028383,28743,1712947200,994.48
17430,3.229016,0.00028382,28743,1713438720,994.76
17435,3.232061,0.00028381,28742,1713930240,995.05
17440,3.219522,0.00028380,28741,1714421760,995.33
17445,3.182185,0.00028379,28742,1714913280,995.62
17450,3.371192,0.00028378,28741,1715404800,995.90
17455,3.218436,0.00028377,28741,1715896320,996.19
17460,2.649022,0.00028376,28743,1716387840,996.47
17465,3.247160,0.00028375,28741,1716879360,996.76
17470,3.256590,0.00028374,28741,1717370880,997.04
17475,3.319943,0.00028373,28742,1717862400,997.33
17480,3.283894,0.00028372,28741,1718353920,997.61
17485,3.294823,0.00028371,28741,1718845440,997.90
17490,3.322039,0.00028370,28742,1719336960,998.18
17495,3.257166,0.00028369,28741,1719828480,998.47
17500,3.203044,0.00028368,28742,1720320000,998.75
17505,3.312402,0.00028367,26609,1720811520,999.06
17510,3.227213,0.00028366,28737,1721303040,999.34
17515,3.222676,0.00028365,28740,1721794560,999.63
17520,3.264816,0.00028364,28740,1722286080,999.92
17525,3.321130,0.00028363,28742,1722777600,1000.20
17530,3.222301,0.00028361,28741,1723269120,1000.49
17535,3.299028,0.00028360,28742,1723760640,1000.77
17540,3.259791,0.00028359,28742,1724252160,1001.06
17545,3.294671,0.00028358,28741,1724743680,1001.34
17550,3.290227,0.00028357,28741,1725235200,1001.63
17555,3.226984,0.00028356,28740,1725726720,1001.91
17560,3.320508,0.00028355,28740,1726218240,1002.20
17565,3.232999,0.00028354,28739,1726709760,1002.48
17570,3.298661,0.00028353,28741,1727201280,1002.77
17575,3.217473,0.00028352,28742,1727692800,1003.05
17580,3.286887,0.00028351,28742,1728184320,1003.34
17585,3.313511,0.00028350,28743,1728675840,1003.62
17590,2.989999,0.00028349,28742,1729167360,1003.91
17595,2.871574,0.00028348,28742,1729658880,1004.19
17600,3.331566,0.00028347,28741,1730150400,1004.48
17605,3.269859,0.00028346,28740,1730641920,1004.76
17610,3.241943,0.00028345,28741,1731133440,1005.05
17615,3.189508,0.00028344,28742,1731624960,1005.33
17620,3.264771,0.00028343,28742,1732116480,1005.62
17625,3.376432,0.00028342,28742,1732608000,1005.90
17630,3.209757,0.00028341,28742,1733099520,1006.19
17635,3.207055,0.00028340,28741,1733591040,1006.47
17640,3.240416,0.00028339,28741,1734082560,1006.76
17645,3.197203,0.00028338,28741,1734574080,1007.04
17650,3.209986,0.00028337,28740,1735065600,1007.33
17655,3.234411,0.00028336,28741,1735557120,1007.61
17660,3.301639,0.00028335,28741,1736048640,1007.90
17665,3.091926,0.00028333,28740,1736540160,1008.18
17670,3.345129,0.00028332,28740,1737031680,1008.47
17675,3.214053,0.00028331,28739,1737523200,1008.75
17680,3.316206,0.00028330,28736,1738014720,1009.04
17685,3.275526,0.00028329,28740,1738506240,1009.32
17690,3.277669,0.00028328,28734,1738997760,1009.61
17695,2.658867,0.00028327,28742,1739489280,1009.89
17700,3.086168,0.00028326,28743,1739980800,1010.18
17705,3.376854,0.00028325,28741,1740472320,1010.46
17710,3.263107,0.00028324,28741,1740963840,1010.75
17715,3.213009,0.00028323,28741,1741455360,1011.03
17720,3.199722,0.00028322,28741,1741946880,1011.32
17725,3.257760,0.00028321,28741,1742438400,1011.60
17730,3.238892,0.00028320,28740,1742929920,1011.89
17735,3.234861,0.00028319,28742,1743421440,1012.17
17740,3.225253,0.00028318,28742,1743912960,1012.46
17745,3.369723,0.00028317,28740,1744404480,1012.74
17750,3.212593,0.00028316,28742,1744896000,1013.03
17755,3.280436,0.00028315,28739,1745387520,1013.31
17760,3.192162,0.00028314,28740,1745879040,1013.60
17765,3.450134,0.00028313,28740,1746370560,1013.88
17770,3.171496,0.00028312,28741,1746862080,1014.17
17775,3.360106,0.00028310,28740,1747353600,1014.45
17780,3.289137,0.00028309,28741,1747845120,1014.74
17785,3.241805,0.00028308,28740,1748336640,1015.02
17790,3.303612,0.00028307,28741,1748828160,1015.31
17795,3.204714,0.00028306,28742,1749319680,1015.59
17800,3.317005,0.00028305,28740,1749811200,1015.88
17805,3.133026,0.00028304,28738,1750302720,1016.16
17810,3.290259,0.00028303,28736,1750794240,1016.45
17815,3.017171,0.00028302,28738,1751285760,1016.73
17820,2.708402,0.00028301,28742,1751777280,1017.02
17825,3.287966,0.00028300,28739,1752268800,1017.30
17830,3.269689,0.00028299,28739,1752760320,1017.59
17835,3.209481,0.00028298,28740,1753251840,1017.87
17840,3.178486,0.00028297,28741,1753743360,1018.16
17845,3.202369,0.00028296,28741,1754234880,1018.44
17850,3.222109,0.00028295,28736,1754726400,1018.73
17855,3.307620,0.00028294,28739,1755217920,1019.01
17860,3.239682,0.00028293,28741,1755709440,1019.30
17865,3.231679,0.00028292,28742,1756200960,1019.58
17870,3.174262,0.00028291,28742,1756692480,1019.87
17875,3.314498,0.00028289,28743,1757184000,1020.15
17880,3.136464,0.00028288,28740,1757675520,1020.44
17885,3.237198,0.00028287,28740,1758167040,1020.72
17890,3.255534,0.00028286,28742,1758658560,1021.01
17895,3.238559,0.00028285,28741,1759150080,1021.29
17900,3.510404,0.00028284,28741,1759641600,1021.58
17905,3.287085,0.00028283,28742,1760133120,1021.86
17910,3.260324,0.00028282,28739,1760624640,1022.15
17915,3.266734,0.00028281,28741,1761116160,1022.43
17920,3.302847,0.00028280,28739,1761607680,1022.72
17925,3.205436,0.00028279,28741,1762099200,1023.00
17930,3.255034,0.00028278,28740,1762590720,1023.29
17935,3.112000,0.00028277,28742,1763082240,1023.57
17940,2.249483,0.00028276,28743,1763573760,1023.86
17945,3.356710,0.00028275,28742,1764065280,1024.14
17950,3.072368,0.00028274,28743,1764556800,1024.43
17955,3.203509,0.00028273,28740,1765048320,1024.71
17960,3.269583,0.00028271,28741,1765539840,1025.00
17965,3.188413,0.00028270,28744,1766031360,1025.28
17970,3.149378,0.00028269,28743,1766522880,1025.57
17975,3.359686,0.00028268,28743,1767014400,1025.85
17980,3.192247,0.00028267,28742,1767505920,1026.14
17985,3.349897,0.00028266,28741,1767997440,1026.42
17990,3.219415,0.00028265,28740,1768488960,1026.71
17995,3.242620,0.00028264,28741,1768980480,1026.99
18000,3.267601,0.00028263,28740,1769472000,1027.28
18005,3.306886,0.00028262,27970,1769963520,1027.57
18010,3.331893,0.00028261,28733,1770455040,1027.86
18015,3.241511,0.00028260,28739,1770946560,1028.14
18020,3.403363,0.00028259,28740,1771438080,1028.43
18025,3.252123,0.00028258,28739,1771929600,1028.71
18030,3.234868,0.00028257,28738,1772421120,1029.00
18035,3.211951,0.00028256,28735,1772912640,1029.28
18040,3.187812,0.00028255,28740,1773404160,1029.57
18045,3.282169,0.00028253,28740,1773895680,1029.85
18050,3.148353,0.00028252,28741,1774387200,1030.14
18055,3.211036,0.00028251,28741,1774878720,1030.42
18060,3.253918,0.00028250,28740,1775370240,1030.71
18065,3.214220,0.00028249,28742,1775861760,1030.99
18070,2.567770,0.00028248,28744,1776353280,1031.28
18075,3.300148,0.00028247,28740,1776844800,1031.56
18080,3.119230,0.00028246,28739,1777336320,1031.85
18085,3.286026,0.00028245,28741,1777827840,1032.13
18090,3.184332,0.00028244,28742,1778319360,1032.42
18095,3.303639,0.00028243,28740,1778810880,1032.70
18100,3.144167,0.00028242,28742,1779302400,1032.99
18105,3.254887,0.00028241,28741,1779793920,1033.27
18110,3.265497,0.00028240,28741,1780285440,1033.56
18115,3.254090,0.00028239,28741,1780776960,1033.84
18120,3.290510,0.00028237,28742,1781268480,1034.13
18125,3.204728,0.00028236,28741,1781760000,1034.41
18130,3.318453,0.00028235,28742,1782251520,1034.70
18135,3.184604,0.00028234,28740,1782743040,1034.98
18140,3.306906,0.00028233,28742,1783234560,1035.27
18145,3.169926,0.00028232,28743,1783726080,1035.55
18150,3.246174,0.00028231,28741,1784217600,1035.84
18155,3.205223,0.00028230,28741,1784709120,1036.12
18160,3.385859,0.00028229,28742,1785200640,1036.41
18165,3.242607,0.00028228,28740,1785692160,1036.69
18170,3.133829,0.00028227,28744,1786183680,1036.98
18175,3.234690,0.00028226,28743,1786675200,1037.26
18180,3.268658,0.00028225,28743,1787166720,1037.55
18185,3.208673,0.00028224,28741,1787658240,1037.83
18190,3.165881,0.00028222,28742,1788149760,1038.12
18195,3.335850,0.00028221,28739,1788641280,1038.40
18200,3.249318,0.00028220,28739,1789132800,1038.69
18205,2.537609,0.00028219,28743,1789624320,1038.97
18210,3.231831,0.00028218,28742,1790115840,1039.26
18215,3.379943,0.00028217,28742,1790607360,1039.54
18220,3.215014,0.00028216,28741,1791098880,1039.83
18225,3.331631,0.00028215,28741,1791590400,1040.11
18230,3.250132,0.00028214,28741,1792081920,1040.40
18235,3.324791,0.00028213,28740,1792573440,1040.68
18240,3.180845,0.00028212,28741,1793064960,1040.97
18245,3.258955,0.00028211,28742,1793556480,1041.25
18250,3.263161,0.00028210,28741,1794048000,1041.54
18255,3.254624,0.00028208,28739,1794539520,1041.82
18260,3.245337,0.00028207,28742,1795031040,1042.11
18265,3.264033,0.00028206,28741,1795522560,1042.39
18270,3.223042,0.00028205,28742,1796014080,1042.68
18275,3.222945,0.00028204,28743,1796505600,1042.96
18280,3.256141,0.00028203,28743,1796997120,1043.25
18285,3.202358,0.00028202,28743,1797488640,1043.53
18290,3.275774,0.00028201,28742,1797980160,1043.82
18295,3.203581,0.00028200,28742,1798471680,1044.10
18300,3.270529,0.00028199,28743,1798963200,1044.39
18305,3.173206,0.00028198,28766,1799454720,1044.67
18310,3.238598,0.00028197,28742,1799946240,1044.96
18315,3.276852,0.00028196,28742,1800437760,1045.24
18320,3.247067,0.00028194,28743,1800929280,1045.53
18325,3.219143,0.00028193,28743,1801420800,1045.81
18330,2.844966,0.00028192,28743,1801912320,1046.10
18335,2.661597,0.00028191,28743,1802403840,1046.38
18340,3.412741,0.00028190,28742,1802895360,1046.67
18345,3.181216,0.00028189,28742,1803386880,1046.95
18350,3.296434,0.00028188,28742,1803878400,1047.24
18355,3.232653,0.00028187,28743,1804369920,1047.52
18360,3.238744,0.00028186,28740,1804861440,1047.81
18365,3.275263,0.00028185,28742,1805352960,1048.09
18370,3.296578,0.00028184,28734,1805844480,1048.38
18375,3.255190,0.00028183,28743,1806336000,1048.66
18380,3.214868,0.00028181,28741,1806827520,1048.95
18385,3.178315,0.00028180,28742,1807319040,1049.23
18390,3.254015,0.00028179,28743,1807810560,1049.52
18395,3.198816,0.00028178,28741,1808302080,1049.80
18400,3.252860,0.00028177,28743,1808793600,1050.09
18405,3.232169,0.00028176,28743,1809285120,1050.37
18410,3.113375,0.00028175,28741,1809776640,1050.66
18415,3.305629,0.00028174,28741,1810268160,1050.94
18420,3.097365,0.00028173,28743,1810759680,1051.23
18425,3.261868,0.00028172,28742,1811251200,1051.51
18430,3.248564,0.00028171,28743,1811742720,1051.80
18435,3.269496,0.00028169,28743,1812234240,1052.08
18440,3.175131,0.00028168,28743,1812725760,1052.37
18445,3.256647,0.00028167,28742,1813217280,1052.65
18450,3.218006,0.00028166,28741,1813708800,1052.94
18455,3.283309,0.00028165,28742,1814200320,1053.22
18460,3.190334,0.00028164,28741,1814691840,1053.51
18465,3.247603,0.00028163,28732,1815183360,1053.79
18470,3.264001,0.00028162,28732,1815674880,1054.08
18475,3.060174,0.00028161,28728,1816166400,1054.36
18480,2.286058,0.00028160,28720,1816657920,1054.65
18485,3.229049,0.00028159,28724,1817149440,1054.93
18490,3.264609,0.00028158,28731,1817640960,1055.22
18495,3.287413,0.00028156,28741,1818132480,1055.50
18500,3.245250,0.00028155,28721,1818624000,1055.79
18505,3.156141,0.00028154,27004,1819115520,1056.09
18510,3.240125,0.00028153,28728,1819607040,1056.38
18515,3.165265,0.00028152,28733,1820098560,1056.66
18520,3.085635,0.00028151,28742,1820590080,1056.95
18525,3.339464,0.00028150,28743,1821081600,1057.23
18530,3.260901,0.00028149,28738,1821573120,1057.52
18535,3.187983,0.00028148,28739,1822064640,1057.80
18540,3.173252,0.00028147,28738,1822556160,1058.09
18545,3.179983,0.00028145,28737,1823047680,1058.37
18550,3.220847,0.00028144,28742,1823539200,1058.66
18555,3.213525,0.00028143,28742,1824030720,1058.94
18560,3.174484,0.00028142,28743,1824522240,1059.23
18565,3.320684,0.00028141,28741,1825013760,1059.51
18570,3.216665,0.00028140,28742,1825505280,1059.80
18575,3.421257,0.00028139,28743,1825996800,1060.08
18580,3.230276,0.00028138,28742,1826488320,1060.37
18585,3.209767,0.00028137,28742,1826979840,1060.65
18590,2.882852,0.00028136,28747,1827471360,1060.94
18595,2.844073,0.00028135,28762,1827962880,1061.22
18600,3.387593,0.00028133,28743,1828454400,1061.51
18605,3.207824,0.00028132,28741,1828945920,1061.79
18610,3.232901,0.00028131,28743,1829437440,1062.08
18615,3.229977,0.00028130,28742,1829928960,1062.36
18620,3.242318,0.00028129,28740,1830420480,1062.65
18625,3.269053,0.00028128,28742,1830912000,1062.93
18630,3.256008,0.00028127,28741,1831403520,1063.22
18635,3.262412,0.00028126,28744,1831895040,1063.50
18640,3.286340,0.00028125,28743,1832386560,1063.79
18645,3.230232,0.00028124,28741,1832878080,1064.07
18650,3.254534,0.00028122,28744,1833369600,1064.36
18655,3.183276,0.00028121,28742,1833861120,1064.64
18660,3.281745,0.00028120,28742,1834352640,1064.93
18665,3.231310,0.00028119,28742,1834844160,1065.21
18670,3.174557,0.00028118,28742,1835335680,1065.50
18675,3.284014,0.00028117,28740,1835827200,1065.78
18680,3.206548,0.00028116,28742,1836318720,1066.07
18685,3.218302,0.00028115,28740,1836810240,1066.35
18690,3.100943,0.00028114,28742,1837301760,1066.64
18695,3.253028,0.00028113,28740,1837793280,1066.92
18700,3.191948,0.00028111,28742,1838284800,1067.21
18705,3.302670,0.00028110,28741,1838776320,1067.49
18710,3.338030,0.00028109,28741,1839267840,1067.78
18715,3.084707,0.00028108,28736,1839759360,1068.06
18720,2.786390,0.00028107,28742,1840250880,1068.35
18725,3.357125,0.00028106,28741,1840742400,1068.63
18730,3.269643,0.00028105,28743,1841233920,1068.92
18735,3.270551,0.00028104,28741,1841725440,1069.20
18740,3.221082,0.00028103,28742,1842216960,1069.49
18745,3.262781,0.00028101,28742,1842708480,1069.77
18750,3.251737,0.00028100,28742,1843200000,1070.06
18755,3.308210,0.00028099,28742,1843691520,1070.34
18760,3.125864,0.00028098,28743,1844183040,1070.63
18765,3.322065,0.00028097,28742,1844674560,1070.91
18770,3.207700,0.00028096,28737,1845166080,1071.20
18775,3.260533,0.00028095,28740,1845657600,1071.48
18780,3.176691,0.00028094,28741,1846149120,1071.77
18785,3.295524,0.00028093,28743,1846640640,1072.05
18790,3.270961,0.00028091,28743,1847132160,1072.34
18795,3.195075,0.00028090,28740,1847623680,1072.62
18800,3.347109,0.00028089,28742,1848115200,1072.91
18805,3.184353,0.00028088,28742,1848606720,1073.19
18810,3.215407,0.00028087,28742,1849098240,1073.48
18815,3.188583,0.00028086,28741,1849589760,1073.76
18820,3.244445,0.00028085,28741,1850081280,1074.05
18825,3.211895,0.00028084,28741,1850572800,1074.33
18830,3.291426,0.00028083,28741,1851064320,1074.62
18835,3.158702,0.00028082,28744,1851555840,1074.90
18840,3.267661,0.00028080,28742,1852047360,1075.19
18845,3.157063,0.00028079,28743,1852538880,1075.47
18850,3.268115,0.00028078,28741,1853030400,1075.76
18855,3.138695,0.00028077,28741,1853521920,1076.04
18860,2.623802,0.00028076,28743,1854013440,1076.33
18865,3.219088,0.00028075,28742,1854504960,1076.61
18870,3.361919,0.00028074,28742,1854996480,1076.90
18875,3.297586,0.00028073,28742,1855488000,1077.18
18880,3.244866,0.00028071,28742,1855979520,1077.47
18885,3.260280,0.00028070,28739,1856471040,1077.75
18890,3.295907,0.00028069,28743,1856962560,1078.04
18895,3.159439,0.00028068,28743,1857454080,1078.32
18900,3.344075,0.00028067,28741,1857945600,1078.61
18905,3.371043,0.00028066,28742,1858437120,1078.89
18910,3.170981,0.00028065,28741,1858928640,1079.18
18915,3.256699,0.00028064,28742,1859420160,1079.46
18920,3.230057,0.00028063,28741,1859911680,1079.75
18925,3.232139,0.00028061,28742,1860403200,1080.03
18930,3.242733,0.00028060,28740,1860894720,1080.32
18935,3.201454,0.00028059,28743,1861386240,1080.60
18940,3.232028,0.00028058,28743,1861877760,1080.89
18945,3.244208,0.00028057,28742,1862369280,1081.17
18950,3.271429,0.00028056,28743,1862860800,1081.46
18955,3.125597,0.00028055,28743,1863352320,1081.74
18960,3.336783,0.00028054,28740,1863843840,1082.03
18965,3.141226,0.00028052,28744,1864335360,1082.31
18970,3.255960,0.00028051,28740,1864826880,1082.60
18975,3.244021,0.00028050,28741,1865318400,1082.88
18980,2.885380,0.00028049,28742,1865809920,1083.17
18985,2.831491,0.00028048,28745,1866301440,1083.45
18990,3.185463,0.00028047,28743,1866792960,1083.74
18995,3.287297,0.00028046,28743,1867284480,1084.02
19000,3.134641,0.00028045,28741,1867776000,1084.31
19005,3.271457,0.00028044,27255,1868267520,1084.61
19010,3.222593,0.00028042,28744,1868759040,1084.90
19015,3.404830,0.00028041,28745,1869250560,1085.18
19020,3.138742,0.00028040,28744,1869742080,1085.47
19025,3.230806,0.00028039,28745,1870233600,1085.75
19030,3.198668,0.00028038,28744,1870725120,1086.04
19035,3.270323,0.00028037,28744,1871216640,1086.32
19040,3.233474,0.00028036,28743,1871708160,1086.61
19045,3.176426,0.00028035,28743,1872199680,1086.89
19050,3.173780,0.00028033,28743,1872691200,1087.18
19055,3.249834,0.00028032,28743,1873182720,1087.46
19060,3.289843,0.00028031,28735,1873674240,1087.75
19065,3.193846,0.00028030,28742,1874165760,1088.03
19070,3.254922,0.00028029,28741,1874657280,1088.32
19075,3.248636,0.00028028,28742,1875148800,1088.60
19080,3.356564,0.00028027,28743,1875640320,1088.89
19085,3.184870,0.00028026,28744,1876131840,1089.17
19090,3.258355,0.00028024,28742,1876623360,1089.46
19095,2.489341,0.00028023,28744,1877114880,1089.74
19100,3.185955,0.00028022,28743,1877606400,1090.03
19105,3.282287,0.00028021,28744,1878097920,1090.31
19110,3.208054,0.00028020,28742,1878589440,1090.60
19115,3.298901,0.00028019,28742,1879080960,1090.88
19120,3.227498,0.00028018,28741,1879572480,1091.17
19125,3.264590,0.00028017,28743,1880064000,1091.45
19130,3.282914,0.00028015,28743,1880555520,1091.74
19135,3.243820,0.00028014,28741,1881047040,1092.02
19140,3.342772,0.00028013,28742,1881538560,1092.31
19145,3.208968,0.00028012,28742,1882030080,1092.59
19150,3.327067,0.00028011,28741,1882521600,1092.88
19155,3.150445,0.00028010,28743,1883013120,1093.16
19160,3.030863,0.00028009,28742,1883504640,1093.45
19165,3.325507,0.00028007,28742,1883996160,1093.73
19170,3.146049,0.00028006,28742,1884487680,1094.02
19175,3.132368,0.00028005,28742,1884979200,1094.30
19180,3.074501,0.00028004,28742,1885470720,1094.59
19185,3.228942,0.00028003,28740,1885962240,1094.87
19190,3.302802,0.00028002,28743,1886453760,1095.16
19195,2.998467,0.00028001,28742,1886945280,1095.44
19200,3.361322,0.00028000,28741,1887436800,1095.73
19205,3.161308,0.00027998,28741,1887928320,1096.01
19210,3.355045,0.00027997,28743,1888419840,1096.30
19215,3.126006,0.00027996,28742,1888911360,1096.58
19220,2.601725,0.00027995,28744,1889402880,1096.87
19225,3.184945,0.00027994,28741,1889894400,1097.15
19230,3.227760,0.00027993,28740,1890385920,1097.44
19235,3.180084,0.00027992,28736,1890877440,1097.72
19240,3.218144,0.00027990,28742,1891368960,1098.01
19245,3.316061,0.00027989,28744,1891860480,1098.29
19250,3.088383,0.00027988,28742,1892352000,1098.58
19255,3.225083,0.00027987,28742,1892843520,1098.86
19260,3.085493,0.00027986,28743,1893335040,1099.15
19265,3.273995,0.00027985,28742,1893826560,1099.43
19270,3.148831,0.00027984,28742,1894318080,1099.72
19275,3.340711,0.00027983,28741,1894809600,1100.00
19280,3.145760,0.00027981,28743,1895301120,1100.29
19285,3.293140,0.00027980,28743,1895792640,1100.57
19290,3.144526,0.00027979,28741,1896284160,1100.86
19295,3.263752,0.00027978,28741,1896775680,1101.14
19300,3.196008,0.00027977,28741,1897267200,1101.43
19305,3.250293,0.00027976,28743,1897758720,1101.71
19310,3.355302,0.00027975,28741,1898250240,1102.00
19315,3.202238,0.00027973,28743,1898741760,1102.28
19320,3.347243,0.00027972,28742,1899233280,1102.57
19325,3.046050,0.00027971,28741,1899724800,1102.85
19330,3.431359,0.00027970,28743,1900216320,1103.14
19335,3.209735,0.00027969,28743,1900707840,1103.42
19340,2.964567,0.00027968,28741,1901199360,1103.71
19345,2.778927,0.00027967,28743,1901690880,1103.99
19350,3.269349,0.00027965,28742,1902182400,1104.28
19355,3.330452,0.00027964,28741,1902673920,1104.56
19360,3.287625,0.00027963,28738,1903165440,1104.85
19365,3.215966,0.00027962,28741,1903656960,1105.13
19370,3.225038,0.00027961,28741,1904148480,1105.42
19375,3.217441,0.00027960,28743,1904640000,1105.70
19380,3.276820,0.00027959,28737,1905131520,1105.99
19385,3.146865,0.00027957,28735,1905623040,1106.27
19390,3.154833,0.00027956,28738,1906114560,1106.56
19395,3.235066,0.00027955,28737,1906606080,1106.84
19400,3.289794,0.00027954,28737,1907097600,1107.13
