step,loss,lr,tokens_per_sec,total_tokens,elapsed_min
5090,3.584747,0.00029934,28744,500367360,290.92
5095,3.550878,0.00029934,28745,500858880,291.21
5100,3.562424,0.00029933,28746,501350400,291.49
5105,3.553782,0.00029933,28744,501841920,291.78
5110,3.568514,0.00029933,28745,502333440,292.06
5115,3.452927,0.00029933,28745,502824960,292.35
5120,3.604104,0.00029933,28743,503316480,292.63
5125,3.318655,0.00029932,28743,503808000,292.92
5130,1.145993,0.00029932,28742,504299520,293.20
5135,3.490198,0.00029932,28741,504791040,293.49
5140,3.608804,0.00029932,28743,505282560,293.77
5145,3.630430,0.00029931,28745,505774080,294.06
5150,3.598930,0.00029931,28745,506265600,294.34
5155,3.588901,0.00029931,28745,506757120,294.63
5160,3.500424,0.00029931,28745,507248640,294.91
5165,3.526213,0.00029931,28745,507740160,295.20
5170,3.597211,0.00029930,28744,508231680,295.48
5175,3.554309,0.00029930,28745,508723200,295.77
5180,3.587068,0.00029930,28745,509214720,296.05
5185,3.628781,0.00029930,28744,509706240,296.34
5190,3.571280,0.00029930,28744,510197760,296.62
5195,3.624820,0.00029929,28744,510689280,296.91
5200,3.538213,0.00029929,28745,511180800,297.19
5205,3.630621,0.00029929,28743,511672320,297.48
5210,3.645435,0.00029929,28744,512163840,297.76
5215,3.750037,0.00029928,28745,512655360,298.05
5220,3.555434,0.00029928,28738,513146880,298.33
5225,3.609789,0.00029928,28741,513638400,298.62
5230,3.581485,0.00029928,28743,514129920,298.90
5235,3.571749,0.00029928,28742,514621440,299.19
5240,3.551671,0.00029927,28742,515112960,299.47
5245,3.553063,0.00029927,28740,515604480,299.76
5250,3.626894,0.00029927,28744,516096000,300.04
5255,2.870521,0.00029927,28747,516587520,300.33
5260,3.506207,0.00029926,28745,517079040,300.61
5265,3.341613,0.00029926,28746,517570560,300.90
5270,3.649676,0.00029926,28744,518062080,301.18
5275,3.547934,0.00029926,28743,518553600,301.47
5280,3.596841,0.00029925,28745,519045120,301.75
5285,3.565370,0.00029925,28744,519536640,302.04
5290,3.516405,0.00029925,28742,520028160,302.32
5295,3.671586,0.00029925,28736,520519680,302.61
5300,3.520010,0.00029925,28740,521011200,302.89
5305,3.652335,0.00029924,28744,521502720,303.18
5310,3.707237,0.00029924,28745,521994240,303.46
5315,3.662013,0.00029924,28744,522485760,303.75
5320,3.622585,0.00029924,28744,522977280,304.03
5325,3.430510,0.00029923,28745,523468800,304.32
5330,3.605021,0.00029923,28744,523960320,304.60
5335,3.644791,0.00029923,28742,524451840,304.89
5340,3.540582,0.00029923,28745,524943360,305.17
5345,3.540901,0.00029923,28744,525434880,305.46
5350,3.541632,0.00029922,28745,525926400,305.74
5355,3.514406,0.00029922,28746,526417920,306.03
5360,3.618249,0.00029922,28745,526909440,306.31
5365,3.501850,0.00029922,28744,527400960,306.60
5370,3.662965,0.00029921,28744,527892480,306.88
5375,3.469608,0.00029921,28744,528384000,307.17
5380,3.584439,0.00029921,28744,528875520,307.45
5385,3.656177,0.00029921,28743,529367040,307.74
5390,3.297066,0.00029920,28745,529858560,308.02
5395,3.189024,0.00029920,28746,530350080,308.31
5400,3.578230,0.00029920,28746,530841600,308.59
5405,3.566186,0.00029920,28746,531333120,308.88
5410,3.541104,0.00029919,28745,531824640,309.16
5415,3.436094,0.00029919,28741,532316160,309.45
5420,3.617378,0.00029919,28742,532807680,309.73
5425,3.541325,0.00029919,28744,533299200,310.02
5430,3.525939,0.00029919,28744,533790720,310.30
5435,3.598963,0.00029918,28744,534282240,310.59
5440,3.563379,0.00029918,28745,534773760,310.87
5445,3.564768,0.00029918,28744,535265280,311.16
5450,3.502327,0.00029918,28745,535756800,311.44
5455,3.462471,0.00029917,28745,536248320,311.73
5460,3.605350,0.00029917,28745,536739840,312.01
5465,3.488024,0.00029917,28744,537231360,312.30
5470,3.574758,0.00029917,28745,537722880,312.58
5475,3.483357,0.00029916,28743,538214400,312.87
5480,3.602160,0.00029916,28745,538705920,313.15
5485,3.532553,0.00029916,28744,539197440,313.44
5490,3.556512,0.00029916,28744,539688960,313.72
5495,3.526246,0.00029915,28744,540180480,314.01
5500,3.505657,0.00029915,28744,540672000,314.29
5505,3.524198,0.00029915,27255,541163520,314.59
5510,3.394586,0.00029915,28746,541655040,314.88
5515,3.129498,0.00029914,28747,542146560,315.16
5520,3.575032,0.00029914,28744,542638080,315.45
5525,3.522586,0.00029914,28744,543129600,315.73
5530,3.499162,0.00029914,28746,543621120,316.02
5535,3.652318,0.00029913,28744,544112640,316.30
5540,3.520518,0.00029913,28745,544604160,316.59
5545,3.618916,0.00029913,28743,545095680,316.87
5550,3.660088,0.00029913,28745,545587200,317.16
5555,3.510496,0.00029912,28746,546078720,317.44
5560,3.639087,0.00029912,28743,546570240,317.73
5565,3.496542,0.00029912,28745,547061760,318.01
5570,3.644080,0.00029912,28744,547553280,318.30
5575,3.487189,0.00029911,28743,548044800,318.58
5580,3.559776,0.00029911,28742,548536320,318.87
5585,3.596358,0.00029911,28743,549027840,319.15
5590,3.515394,0.00029911,28739,549519360,319.44
5595,3.542751,0.00029910,28745,550010880,319.72
5600,3.492753,0.00029910,28744,550502400,320.01
5605,3.525244,0.00029910,28744,550993920,320.29
5610,3.498818,0.00029910,28745,551485440,320.58
5615,3.562651,0.00029910,28746,551976960,320.86
5620,3.451344,0.00029909,28745,552468480,321.15
5625,3.594783,0.00029909,28745,552960000,321.43
5630,3.545060,0.00029909,28744,553451520,321.72
5635,3.528311,0.00029908,28747,553943040,322.00
5640,1.238610,0.00029908,28748,554434560,322.29
5645,2.961388,0.00029908,28746,554926080,322.57
5650,3.643280,0.00029908,28744,555417600,322.86
5655,3.512077,0.00029907,28744,555909120,323.14
5660,3.541261,0.00029907,28745,556400640,323.43
5665,3.576848,0.00029907,28741,556892160,323.71
5670,3.555565,0.00029907,28744,557383680,324.00
5675,3.639630,0.00029906,28746,557875200,324.28
5680,3.641487,0.00029906,28744,558366720,324.57
5685,3.551853,0.00029906,28746,558858240,324.85
5690,3.591746,0.00029906,28744,559349760,325.14
5695,3.493865,0.00029905,28745,559841280,325.42
5700,3.577604,0.00029905,28744,560332800,325.71
5705,3.395090,0.00029905,28745,560824320,325.99
5710,3.540516,0.00029905,28746,561315840,326.28
5715,3.452773,0.00029904,28744,561807360,326.56
5720,3.574396,0.00029904,28745,562298880,326.85
5725,3.545605,0.00029904,28745,562790400,327.13
5730,3.581894,0.00029904,28744,563281920,327.42
5735,3.494349,0.00029903,28744,563773440,327.70
5740,3.605073,0.00029903,28747,564264960,327.99
5745,3.425596,0.00029903,28744,564756480,328.27
5750,3.580716,0.00029903,28744,565248000,328.56
5755,3.494938,0.00029902,28745,565739520,328.84
5760,3.539019,0.00029902,28741,566231040,329.13
5765,3.514857,0.00029902,28742,566722560,329.41
5770,3.591096,0.00029902,28744,567214080,329.70
5775,3.657363,0.00029901,28745,567705600,329.98
5780,3.485659,0.00029901,28746,568197120,330.27
5785,3.590112,0.00029901,28746,568688640,330.55
5790,3.514011,0.00029901,28745,569180160,330.84
5795,3.513906,0.00029900,28744,569671680,331.12
5800,3.110222,0.00029900,28747,570163200,331.41
5805,3.380519,0.00029900,28745,570654720,331.69
5810,3.566697,0.00029899,28745,571146240,331.98
5815,3.509977,0.00029899,28745,571637760,332.26
5820,3.599474,0.00029899,28744,572129280,332.55
5825,3.480569,0.00029899,28743,572620800,332.83
5830,3.613312,0.00029898,28744,573112320,333.12
5835,3.544421,0.00029898,28746,573603840,333.40
5840,3.510117,0.00029898,28744,574095360,333.69
5845,3.510775,0.00029898,28746,574586880,333.97
5850,3.478377,0.00029897,28746,575078400,334.26
5855,3.533824,0.00029897,28745,575569920,334.54
5860,3.451756,0.00029897,28743,576061440,334.83
5865,3.595456,0.00029897,28745,576552960,335.11
5870,3.515593,0.00029896,28745,577044480,335.40
5875,3.499891,0.00029896,28740,577536000,335.68
5880,3.533805,0.00029896,28742,578027520,335.97
5885,3.562262,0.00029895,28746,578519040,336.25
5890,3.451474,0.00029895,28745,579010560,336.54
5895,3.515304,0.00029895,28746,579502080,336.82
5900,3.542555,0.00029895,28745,579993600,337.11
5905,3.532493,0.00029894,28746,580485120,337.39
5910,3.532857,0.00029894,28744,580976640,337.68
5915,3.427016,0.00029894,28746,581468160,337.96
5920,3.590867,0.00029894,28745,581959680,338.25
5925,3.126996,0.00029893,28747,582451200,338.53
5930,3.368527,0.00029893,28745,582942720,338.82
5935,3.553276,0.00029893,28741,583434240,339.10
5940,3.533919,0.00029893,28745,583925760,339.39
5945,3.552991,0.00029892,28745,584417280,339.67
5950,3.508776,0.00029892,28743,584908800,339.96
5955,3.508555,0.00029892,28744,585400320,340.24
5960,3.519426,0.00029891,28744,585891840,340.53
5965,3.405586,0.00029891,28744,586383360,340.81
5970,3.610187,0.00029891,28745,586874880,341.10
5975,3.521056,0.00029891,28746,587366400,341.38
5980,3.456051,0.00029890,28745,587857920,341.67
5985,3.470226,0.00029890,28744,588349440,341.95
5990,3.521774,0.00029890,28745,588840960,342.24
5995,3.574911,0.00029889,28745,589332480,342.52
6000,3.522228,0.00029889,28743,589824000,342.81
6005,3.512191,0.00029889,27233,590315520,343.11
6010,3.485275,0.00029889,28744,590807040,343.39
6015,3.574483,0.00029888,28744,591298560,343.68
6020,3.533316,0.00029888,28742,591790080,343.96
6025,3.583201,0.00029888,28745,592281600,344.25
6030,3.584849,0.00029888,28744,592773120,344.53
6035,3.559738,0.00029887,28744,593264640,344.82
6040,3.578279,0.00029887,28743,593756160,345.10
6045,3.381981,0.00029887,28744,594247680,345.39
6050,3.044668,0.00029886,28745,594739200,345.67
6055,3.558004,0.00029886,28744,595230720,345.96
6060,3.444658,0.00029886,28744,595722240,346.24
6065,3.631655,0.00029886,28743,596213760,346.53
6070,3.502683,0.00029885,28744,596705280,346.81
6075,3.482546,0.00029885,28743,597196800,347.10
6080,3.578776,0.00029885,28746,597688320,347.38
6085,3.493960,0.00029884,28744,598179840,347.67
6090,3.514029,0.00029884,28745,598671360,347.95
6095,3.552826,0.00029884,28745,599162880,348.24
6100,3.515200,0.00029884,28745,599654400,348.52
6105,3.592405,0.00029883,28740,600145920,348.81
6110,3.499943,0.00029883,28743,600637440,349.09
6115,3.573360,0.00029883,28745,601128960,349.38
6120,3.508874,0.00029882,28746,601620480,349.66
6125,3.526305,0.00029882,28745,602112000,349.95
6130,3.524034,0.00029882,28745,602603520,350.23
6135,3.607679,0.00029882,28746,603095040,350.52
6140,3.510622,0.00029881,28745,603586560,350.80
6145,3.489104,0.00029881,28745,604078080,351.09
6150,3.549827,0.00029881,28745,604569600,351.37
6155,3.551182,0.00029880,28744,605061120,351.66
6160,3.543898,0.00029880,28745,605552640,351.94
6165,3.413421,0.00029880,28746,606044160,352.23
6170,2.779114,0.00029880,28748,606535680,352.51
6175,3.597148,0.00029879,28743,607027200,352.80
6180,3.628717,0.00029879,28744,607518720,353.08
6185,3.399579,0.00029879,28744,608010240,353.37
6190,3.559136,0.00029878,28741,608501760,353.65
6195,3.477023,0.00029878,28746,608993280,353.94
6200,3.519902,0.00029878,28743,609484800,354.22
6205,3.494102,0.00029878,28745,609976320,354.51
6210,3.432489,0.00029877,28745,610467840,354.79
6215,3.503402,0.00029877,28744,610959360,355.08
6220,3.441599,0.00029877,28743,611450880,355.36
6225,3.504624,0.00029876,28745,611942400,355.65
6230,3.452123,0.00029876,28743,612433920,355.93
6235,3.459236,0.00029876,28745,612925440,356.22
6240,3.446721,0.00029876,28739,613416960,356.50
6245,3.528919,0.00029875,28743,613908480,356.79
6250,3.492504,0.00029875,28743,614400000,357.07
6255,3.503934,0.00029875,28744,614891520,357.36
6260,3.385648,0.00029874,28744,615383040,357.64
6265,3.535185,0.00029874,28744,615874560,357.93
6270,3.567781,0.00029874,28743,616366080,358.21
6275,3.574090,0.00029873,28745,616857600,358.50
6280,3.482961,0.00029873,28744,617349120,358.78
6285,3.368785,0.00029873,28746,617840640,359.07
6290,3.140014,0.00029873,28746,618332160,359.35
6295,3.585287,0.00029872,28743,618823680,359.64
6300,3.552739,0.00029872,28745,619315200,359.92
6305,3.449752,0.00029872,28743,619806720,360.21
6310,3.468047,0.00029871,28745,620298240,360.49
6315,3.492182,0.00029871,28744,620789760,360.78
6320,3.558238,0.00029871,28744,621281280,361.06
6325,3.443074,0.00029871,28746,621772800,361.35
6330,3.520834,0.00029870,28744,622264320,361.63
6335,3.464533,0.00029870,28745,622755840,361.92
6340,3.689730,0.00029870,28740,623247360,362.20
6345,3.453212,0.00029869,28741,623738880,362.49
6350,3.504010,0.00029869,28743,624230400,362.77
6355,3.516394,0.00029869,28744,624721920,363.06
6360,3.532440,0.00029868,28742,625213440,363.34
6365,3.598728,0.00029868,28744,625704960,363.63
6370,3.446877,0.00029868,28745,626196480,363.91
6375,3.553987,0.00029868,28746,626688000,364.20
6380,3.506817,0.00029867,28744,627179520,364.48
6385,3.548130,0.00029867,28745,627671040,364.77
6390,3.457225,0.00029867,28745,628162560,365.05
6395,3.534209,0.00029866,28744,628654080,365.34
6400,3.539400,0.00029866,28745,629145600,365.62
6405,3.515404,0.00029866,28743,629637120,365.91
6410,2.847949,0.00029865,28748,630128640,366.19
6415,3.268933,0.00029865,28745,630620160,366.48
6420,3.529934,0.00029865,28745,631111680,366.76
6425,3.504175,0.00029864,28744,631603200,367.05
6430,3.536581,0.00029864,28744,632094720,367.33
6435,3.434705,0.00029864,28743,632586240,367.62
6440,3.515897,0.00029864,28744,633077760,367.90
6445,3.413477,0.00029863,28745,633569280,368.19
6450,3.547478,0.00029863,28743,634060800,368.47
6455,3.376080,0.00029863,28745,634552320,368.76
6460,3.539172,0.00029862,28744,635043840,369.04
6465,3.420588,0.00029862,28746,635535360,369.33
6470,3.579954,0.00029862,28745,636026880,369.61
6475,3.540403,0.00029861,28745,636518400,369.90
6480,3.520676,0.00029861,28747,637009920,370.18
6485,3.454690,0.00029861,28746,637501440,370.47
6490,3.596277,0.00029860,28747,637992960,370.75
6495,3.531079,0.00029860,28744,638484480,371.04
6500,3.466001,0.00029860,28745,638976000,371.32
6505,3.550951,0.00029860,27243,639467520,371.62
6510,3.521452,0.00029859,28745,639959040,371.91
6515,3.404436,0.00029859,28745,640450560,372.19
6520,3.372933,0.00029859,28746,640942080,372.48
6525,2.524340,0.00029858,28747,641433600,372.76
6530,3.359540,0.00029858,28746,641925120,373.05
6535,3.478165,0.00029858,28745,642416640,373.33
6540,3.502919,0.00029857,28744,642908160,373.62
6545,3.540963,0.00029857,28745,643399680,373.90
6550,3.454203,0.00029857,28744,643891200,374.19
6555,3.527345,0.00029856,28743,644382720,374.47
6560,3.460177,0.00029856,28743,644874240,374.76
6565,3.538862,0.00029856,28743,645365760,375.04
6570,3.372050,0.00029855,28745,645857280,375.33
6575,3.509867,0.00029855,28743,646348800,375.61
6580,3.391360,0.00029855,28744,646840320,375.90
6585,3.593338,0.00029855,28745,647331840,376.18
6590,3.406786,0.00029854,28744,647823360,376.47
6595,3.535794,0.00029854,28743,648314880,376.75
6600,3.380399,0.00029854,28745,648806400,377.04
6605,3.581084,0.00029853,28744,649297920,377.32
6610,3.514318,0.00029853,28745,649789440,377.61
6615,3.537907,0.00029853,28746,650280960,377.89
6620,3.465212,0.00029852,28745,650772480,378.18
6625,3.550368,0.00029852,28737,651264000,378.46
6630,3.455463,0.00029852,28744,651755520,378.75
6635,3.465560,0.00029851,28745,652247040,379.03
6640,3.448478,0.00029851,28745,652738560,379.32
6645,3.445409,0.00029851,28744,653230080,379.60
6650,3.430477,0.00029850,28745,653721600,379.89
6655,3.174593,0.00029850,28745,654213120,380.17
6660,2.328529,0.00029850,28748,654704640,380.46
6665,3.418516,0.00029849,28745,655196160,380.74
6670,3.522827,0.00029849,28745,655687680,381.03
6675,3.634236,0.00029849,28744,656179200,381.31
6680,3.528973,0.00029848,28745,656670720,381.60
6685,3.450456,0.00029848,28744,657162240,381.88
6690,3.502485,0.00029848,28745,657653760,382.17
6695,3.359207,0.00029847,28744,658145280,382.45
6700,3.504897,0.00029847,28745,658636800,382.74
6705,3.433823,0.00029847,28745,659128320,383.02
6710,3.496995,0.00029846,28744,659619840,383.31
6715,3.555927,0.00029846,28744,660111360,383.59
6720,3.430965,0.00029846,28745,660602880,383.88
6725,3.473029,0.00029845,28745,661094400,384.16
6730,3.429854,0.00029845,28744,661585920,384.45
6735,3.554895,0.00029845,28745,662077440,384.73
6740,3.593105,0.00029845,28744,662568960,385.02
6745,3.430430,0.00029844,28746,663060480,385.30
6750,3.548130,0.00029844,28745,663552000,385.59
6755,3.475054,0.00029844,28743,664043520,385.87
6760,3.537934,0.00029843,28746,664535040,386.16
6765,3.488453,0.00029843,28745,665026560,386.44
6770,3.535776,0.00029843,28746,665518080,386.73
6775,3.490402,0.00029842,28744,666009600,387.01
6780,3.479249,0.00029842,28745,666501120,387.30
6785,3.285470,0.00029842,28746,666992640,387.58
6790,3.206646,0.00029841,28745,667484160,387.87
6795,3.476008,0.00029841,28743,667975680,388.15
6800,3.549866,0.00029841,28741,668467200,388.44
6805,3.484182,0.00029840,28743,668958720,388.72
6810,3.502875,0.00029840,28745,669450240,389.01
6815,3.502711,0.00029840,28745,669941760,389.29
6820,3.564334,0.00029839,28745,670433280,389.58
6825,3.419527,0.00029839,28745,670924800,389.86
6830,3.426514,0.00029839,28746,671416320,390.15
6835,3.433234,0.00029838,28745,671907840,390.43
6840,3.519881,0.00029838,28746,672399360,390.72
6845,3.452323,0.00029838,28746,672890880,391.00
6850,3.464385,0.00029837,28746,673382400,391.29
6855,3.443425,0.00029837,28744,673873920,391.57
6860,3.422077,0.00029837,28744,674365440,391.86
6865,3.432004,0.00029836,28746,674856960,392.14
6870,3.565624,0.00029836,28744,675348480,392.43
6875,3.433807,0.00029836,28744,675840000,392.71
6880,3.467431,0.00029835,28746,676331520,393.00
6885,3.486156,0.00029835,28745,676823040,393.28
6890,3.455310,0.00029835,28745,677314560,393.57
6895,3.492509,0.00029834,28743,677806080,393.85
6900,3.440381,0.00029834,28744,678297600,394.14
6905,3.573135,0.00029834,28743,678789120,394.42
6910,3.429845,0.00029833,28745,679280640,394.71
6915,2.633238,0.00029833,28747,679772160,394.99
6920,3.506990,0.00029833,28743,680263680,395.28
6925,3.444006,0.00029832,28746,680755200,395.56
6930,3.520627,0.00029832,28746,681246720,395.85
6935,3.504364,0.00029831,28745,681738240,396.13
6940,3.467184,0.00029831,28746,682229760,396.42
6945,3.533349,0.00029831,28744,682721280,396.70
6950,3.452441,0.00029830,28744,683212800,396.99
6955,3.444469,0.00029830,28746,683704320,397.27
6960,3.531927,0.00029830,28743,684195840,397.56
6965,3.400196,0.00029829,28743,684687360,397.84
6970,3.599347,0.00029829,28740,685178880,398.13
6975,3.359676,0.00029829,28744,685670400,398.41
6980,3.563192,0.00029828,28745,686161920,398.70
6985,3.398616,0.00029828,28745,686653440,398.98
6990,3.527064,0.00029828,28746,687144960,399.27
6995,3.490930,0.00029827,28745,687636480,399.55
7000,3.500134,0.00029827,28742,688128000,399.84
7005,3.480872,0.00029827,27265,688619520,400.14
7010,3.456289,0.00029826,28744,689111040,400.42
7015,3.454432,0.00029826,28745,689602560,400.71
7020,3.499053,0.00029826,28743,690094080,400.99
7025,3.417425,0.00029825,28745,690585600,401.28
7030,3.565602,0.00029825,28745,691077120,401.56
7035,3.486501,0.00029825,28744,691568640,401.85
7040,3.113751,0.00029824,28745,692060160,402.13
7045,3.063903,0.00029824,28746,692551680,402.42
7050,3.397277,0.00029824,28742,693043200,402.70
7055,3.570924,0.00029823,28744,693534720,402.99
7060,3.486404,0.00029823,28743,694026240,403.27
7065,3.417564,0.00029823,28743,694517760,403.56
7070,3.453389,0.00029822,28745,695009280,403.84
7075,3.458443,0.00029822,28746,695500800,404.13
7080,3.410220,0.00029821,28745,695992320,404.41
7085,3.451697,0.00029821,28745,696483840,404.70
7090,3.436922,0.00029821,28746,696975360,404.98
7095,3.524217,0.00029820,28744,697466880,405.27
7100,3.413072,0.00029820,28744,697958400,405.55
7105,3.592233,0.00029820,28744,698449920,405.84
7110,3.455585,0.00029819,28744,698941440,406.12
7115,3.537102,0.00029819,28745,699432960,406.41
7120,3.364742,0.00029819,28744,699924480,406.69
7125,3.503596,0.00029818,28743,700416000,406.98
7130,3.442260,0.00029818,28744,700907520,407.26
7135,3.537145,0.00029818,28745,701399040,407.55
7140,3.413942,0.00029817,28741,701890560,407.83
7145,3.492055,0.00029817,28741,702382080,408.12
7150,3.427660,0.00029817,28742,702873600,408.40
7155,2.818656,0.00029816,28745,703365120,408.69
7160,3.385172,0.00029816,28744,703856640,408.97
7165,3.575690,0.00029815,28744,704348160,409.26
7170,3.472177,0.00029815,28743,704839680,409.54
7175,3.451204,0.00029815,28744,705331200,409.83
7180,3.479444,0.00029814,28745,705822720,410.11
7185,3.415696,0.00029814,28744,706314240,410.40
7190,3.646740,0.00029814,28744,706805760,410.68
7195,3.522355,0.00029813,28745,707297280,410.97
7200,3.428584,0.00029813,28745,707788800,411.25
7205,3.586337,0.00029813,28745,708280320,411.54
7210,3.535007,0.00029812,28746,708771840,411.82
7215,3.447153,0.00029812,28764,709263360,412.11
7220,3.529471,0.00029811,28745,709754880,412.39
7225,3.487962,0.00029811,28746,710246400,412.68
7230,3.476956,0.00029811,28745,710737920,412.96
7235,3.491711,0.00029810,28745,711229440,413.25
7240,3.419082,0.00029810,28744,711720960,413.53
7245,3.533137,0.00029810,28744,712212480,413.82
7250,3.499245,0.00029809,28745,712704000,414.10
7255,3.419795,0.00029809,28745,713195520,414.39
7260,3.441302,0.00029809,28746,713687040,414.67
7265,3.343828,0.00029808,28743,714178560,414.96
7270,3.483480,0.00029808,28746,714670080,415.24
7275,3.503408,0.00029808,28746,715161600,415.53
7280,3.463606,0.00029807,28745,715653120,415.81
7285,2.890553,0.00029807,28747,716144640,416.10
7290,3.475691,0.00029806,28745,716636160,416.38
7295,3.490690,0.00029806,28745,717127680,416.67
7300,3.495230,0.00029806,28746,717619200,416.95
7305,3.523582,0.00029805,28746,718110720,417.24
7310,3.499310,0.00029805,28746,718602240,417.52
7315,3.459283,0.00029805,28741,719093760,417.81
7320,3.509518,0.00029804,28744,719585280,418.09
7325,3.418773,0.00029804,28746,720076800,418.38
7330,3.508727,0.00029803,28745,720568320,418.66
7335,3.425670,0.00029803,28745,721059840,418.95
7340,3.435660,0.00029803,28745,721551360,419.23
7345,3.421043,0.00029802,28744,722042880,419.52
7350,3.588608,0.00029802,28741,722534400,419.80
7355,3.352010,0.00029802,28745,723025920,420.09
7360,3.573576,0.00029801,28745,723517440,420.37
7365,3.458932,0.00029801,28745,724008960,420.66
7370,3.472637,0.00029801,28745,724500480,420.94
7375,3.515475,0.00029800,28744,724992000,421.23
7380,3.441491,0.00029800,28746,725483520,421.51
7385,3.505198,0.00029799,28745,725975040,421.80
7390,3.424456,0.00029799,28746,726466560,422.08
7395,3.518440,0.00029799,28745,726958080,422.37
7400,3.428541,0.00029798,28745,727449600,422.65
7405,3.473065,0.00029798,28745,727941120,422.94
7410,3.553327,0.00029798,28746,728432640,423.22
7415,2.940047,0.00029797,28747,728924160,423.51
7420,3.370746,0.00029797,28744,729415680,423.79
7425,3.509928,0.00029796,28746,729907200,424.08
7430,3.438389,0.00029796,28745,730398720,424.36
7435,3.501232,0.00029796,28745,730890240,424.65
7440,3.403823,0.00029795,28745,731381760,424.93
7445,3.465126,0.00029795,28744,731873280,425.22
7450,3.533087,0.00029795,28746,732364800,425.50
7455,3.443134,0.00029794,28745,732856320,425.79
7460,3.359942,0.00029794,28745,733347840,426.07
7465,3.472140,0.00029793,28744,733839360,426.36
7470,3.379211,0.00029793,28743,734330880,426.64
7475,3.487829,0.00029793,28744,734822400,426.93
7480,3.393790,0.00029792,28745,735313920,427.21
7485,3.456403,0.00029792,28745,735805440,427.50
7490,3.392542,0.00029792,28739,736296960,427.78
7495,3.493891,0.00029791,28745,736788480,428.07
7500,3.421217,0.00029791,28745,737280000,428.35
7505,3.537621,0.00029790,26653,737771520,428.66
7510,3.438780,0.00029790,28745,738263040,428.94
7515,3.468223,0.00029790,28746,738754560,429.23
7520,2.773693,0.00029789,28747,739246080,429.51
7525,3.478655,0.00029789,28745,739737600,429.80
7530,3.519153,0.00029789,28745,740229120,430.08
7535,3.475952,0.00029788,28744,740720640,430.37
7540,3.460797,0.00029788,28744,741212160,430.65
7545,3.375343,0.00029787,28744,741703680,430.94
7550,3.420650,0.00029787,28744,742195200,431.22
7555,3.491148,0.00029787,28746,742686720,431.51
7560,3.376611,0.00029786,28744,743178240,431.79
7565,3.477302,0.00029786,28743,743669760,432.08
7570,3.499437,0.00029785,28744,744161280,432.36
7575,3.504344,0.00029785,28744,744652800,432.65
7580,3.379776,0.00029785,28744,745144320,432.93
7585,3.421488,0.00029784,28745,745635840,433.22
7590,3.587564,0.00029784,28746,746127360,433.50
7595,3.466729,0.00029784,28742,746618880,433.79
7600,3.534020,0.00029783,28745,747110400,434.07
7605,3.466760,0.00029783,28745,747601920,434.36
7610,3.459918,0.00029782,28744,748093440,434.64
7615,3.512383,0.00029782,28744,748584960,434.93
7620,3.381840,0.00029782,28744,749076480,435.21
7625,3.466936,0.00029781,28742,749568000,435.50
7630,3.365862,0.00029781,28746,750059520,435.78
7635,3.515425,0.00029780,28745,750551040,436.07
7640,2.960190,0.00029780,28747,751042560,436.35
7645,3.245642,0.00029780,28744,751534080,436.64
7650,3.383369,0.00029779,28745,752025600,436.92
7655,3.515111,0.00029779,28745,752517120,437.21
7660,3.427597,0.00029778,28741,753008640,437.49
7665,3.378001,0.00029778,28742,753500160,437.78
7670,3.374214,0.00029778,28745,753991680,438.06
7675,3.462065,0.00029777,28745,754483200,438.35
7680,3.479464,0.00029777,28746,754974720,438.63
7685,3.417397,0.00029777,28745,755466240,438.92
7690,3.433421,0.00029776,28743,755957760,439.20
7695,3.386448,0.00029776,28745,756449280,439.49
7700,3.473216,0.00029775,28745,756940800,439.77
7705,3.367235,0.00029775,28745,757432320,440.06
7710,3.436056,0.00029775,28744,757923840,440.34
7715,3.465695,0.00029774,28744,758415360,440.63
7720,3.410915,0.00029774,28745,758906880,440.91
7725,3.674237,0.00029773,28744,759398400,441.20
7730,3.499355,0.00029773,28745,759889920,441.48
7735,3.440653,0.00029773,28744,760381440,441.77
7740,3.475251,0.00029772,28744,760872960,442.05
7745,3.427924,0.00029772,28745,761364480,442.34
7750,3.416980,0.00029771,28744,761856000,442.62
7755,3.496603,0.00029771,28743,762347520,442.91
7760,3.092649,0.00029771,28746,762839040,443.19
7765,2.807443,0.00029770,28747,763330560,443.48
7770,3.496657,0.00029770,28743,763822080,443.76
7775,3.226108,0.00029769,28746,764313600,444.05
7780,3.518713,0.00029769,28745,764805120,444.33
7785,3.390369,0.00029769,28744,765296640,444.62
7790,3.389597,0.00029768,28745,765788160,444.90
7795,3.389717,0.00029768,28744,766279680,445.19
7800,3.515093,0.00029767,28745,766771200,445.47
7805,3.456212,0.00029767,28741,767262720,445.76
7810,3.490426,0.00029767,28746,767754240,446.04
7815,3.448780,0.00029766,28745,768245760,446.33
7820,3.440801,0.00029766,28746,768737280,446.61
7825,3.418045,0.00029765,28744,769228800,446.90
7830,3.507933,0.00029765,28743,769720320,447.18
7835,3.537067,0.00029765,28739,770211840,447.47
7840,3.520924,0.00029764,28743,770703360,447.75
7845,3.492104,0.00029764,28745,771194880,448.04
7850,3.463009,0.00029763,28745,771686400,448.32
7855,3.356697,0.00029763,28741,772177920,448.61
7860,3.445974,0.00029763,28733,772669440,448.89
7865,3.393767,0.00029762,28734,773160960,449.18
7870,3.404803,0.00029762,28733,773652480,449.46
7875,3.439482,0.00029761,28726,774144000,449.75
